indice	X triangle(en Pixel)	Y triangle(en Pixel)	X utm	Y utm
0.0	2287.516129032258	2020.225806451613	635.0729975402127	3909.562147522415
1.0	3307.787234042553	1698.1914893617022	638.6096211023837	3910.5321761705072
2.0	618.4814814814815	1060.888888888889	629.2875281374029	3912.451852885549
